ydl,pll,evaluation,date,label
348,4,下午14.5,05-23 12:25,2
133,0,$中远海控(SH601919)$你怎么弄的呀／一个天一个地,05-23 12:07,2
343,2,开盘竖起了大旗，为什么不前进呢？,05-23 11:53,2
176,0,今天海运港口板块表现不错，上午海控涨幅高于港航板块,05-23 11:47,2
401,2,还是把名字改回来吧,05-23 11:46,2
205,1,果然散户太多了啊，15都还没站稳，人气排名已经100以,05-23 11:43,2
879,0,这票半死不活的，真实服了。虽然赚的10个点。留下一层,05-23 11:41,2
134,0,$中远海控(SH601919)$站上年线15.32就谢天谢地了。,05-23 11:38,1
271,1,15下午是什么行情呢？我要不要把它留在手上？,05-23 11:35,2
236,1,$中远海控(SH601919)$哪个小散最后一手拉到15的？[大,05-23 11:31,2
297,2,$中远海控(SH601919)$请问海控什么时候分红。,05-23 11:30,2
278,1,$中远海控(SH601919)$闹不好1456收，绿一分，这样恶心,05-23 11:25,2
161,0,按之前套路，套一波，继续下降趋势,05-23 11:20,2
152,0,以前一直说快被港股追上了，现在一看卧槽，确实价格很,05-23 11:19,1
291,1,$中远海控(SH601919)$坚决满仓中远海控，与大股东共进,05-23 11:16,1
310,1,赶紧抄底，一点半是今天高点,05-23 11:10,1
258,1,同类股外围市场今天都拉涨停了，你是多没信心呀？,05-23 11:05,2
315,2,今天站不住15一切从头开始,05-23 11:05,1
138,0,远离十倍股，老股民忠告，派发都要派几年，长线投资者,05-23 11:04,1
152,0,$中远海控(SH601919)$上午看能冲上15.50么。。。如果,05-23 11:01,1
247,2,$中远海控(SH601919)$东方海外是真的强啊！,05-23 11:01,2
155,0,补充，现在比上次增持时又多赚了500亿。想起来都是泪,05-23 10:59,2
124,0,收盘14.5,05-23 10:58,2
128,0,$中远海控(SH601919)$唉，手脚多[滴汗][滴汗][滴汗],05-23 10:54,2
606,8,快跑吧，听跑船的朋友说，现在空集装箱堆满码头，油价,05-23 10:52,2
4640,24,现在整个市场确实很强，每一次杀跌都有承接，这也是强,05-23 10:52,1
298,1,这股爷爷东方海外再创新高！真特么的大牛！,05-23 10:48,2
265,1,$中远海控(SH601919)$从现在开始，公司狂拉三个板，到,05-23 10:44,1
145,0,抛单太多了，上不去的,05-23 10:43,2
129,0,$中远海控(SH601919)$这是要分红吗,05-23 10:43,1
783,6,$中远海控(SH601919)$同样的钱，拉h不A要容易的多，大,05-23 10:41,2
133,0,开启上升通道,05-23 10:38,1
280,1,现在才2倍PE，公司应该拿出一个月的资金回购百亿股票,05-23 10:38,1
180,1,$中远海控(SH601919)$去年增持10亿。后面一路跌,05-23 10:37,2
326,0,$中远海控(SH601919)$短期不好说。就这业绩长期来说还,05-23 10:37,2
132,0,控股公司东方海外一年翻倍大1264亿，海控净利翻8倍市,05-23 10:36,2
126,0,海控系的代表是东方海外，其余都是打酱油的,05-23 10:35,2
119,0,$中远海控(SH601919)$每天看股票都得提前做好心理准备,05-23 10:34,2
109,0,弱鸡！,05-23 10:33,2
114,0,儿子要起过老子了,05-23 10:32,1
150,0,$中远海控(SH601919)$中远海控：绝对是两市利润最高发,05-23 10:29,1
185,1,$中远海控(SH601919)$看看东方海外，这货可以形容为不,05-23 10:26,2
126,0,$中远海控(SH601919)$救命啊,05-23 10:26,2
149,0,海控净利翻8倍反市值股值爆跌40%，高管对公司无功反发,05-23 10:25,2
279,0,$中远海控(SH601919)$低估值、行业龙头，业绩靓丽，为,05-23 10:24,1
133,0,$中远海控(SH601919)$海控狂舔外资pigu，买6倍多的H股,05-23 10:23,2
111,0,敢不敢涨停一下,05-23 10:22,1
2650,14,上周五大盘的拉升我仔细研究了一下，延续了上周四的先,05-23 10:19,1
115,0,$中远海控(SH601919)$二比万绿,05-23 10:19,2
112,0,$中远海控(SH601919)$二比股丶,05-23 10:18,2
105,0,马上绿,05-23 10:18,2
317,2,$中远海控(SH601919)$看不懂，在表演啥。今天又14.7收,05-23 10:15,2
213,1,6号跳空15块16没过，今天也是15块16没过，主力控盘很,05-23 10:14,2
116,0,$中远海控(SH601919)$能不能来两个涨停撤了,05-23 10:14,1
135,0,海控市值股值翻8倍公司市值股股爆跌40%，管理层无功反,05-23 10:14,2
102,0,$中远海控(SH601919)$真是垃圾,05-23 10:13,2
109,0,$中远海控(SH601919)$这股纯sB,05-23 10:12,2
112,0,死垃圾,05-23 10:12,2
124,0,又是15.16，平头顶部?,05-23 10:10,2
115,0,这波赛道回归，赚钱的行业基本反弹30个点以上，中远回,05-23 10:10,1
229,1,东方海外今年市值翻倍，海控反净利翻8倍市值股值爆跌4,05-23 10:10,2
819,8,$酒鬼酒(SZ000799)$继续落袋为安，这已经是第五只落袋,05-23 10:06,2
98,0,拉高出货,05-23 10:06,2
163,0,波浪理论来看得有一浪上的30，当前业绩有支撑。不可能,05-23 10:03,1
118,0,$中远海控(SH601919)$H股流动性太差，压制A谷的海控起,05-23 10:02,2
112,0,$中远海控(SH601919)$请中小股东行使自己合法权利，投,05-23 10:01,2
256,2,$中远海控(SH601919)$14.98加仓2000手,05-23 10:00,1
201,1,$中远海控(SH601919)$,05-23 10:00,2
715,2,价值投资的最好标的！,05-23 09:59,1
129,0,$中远海控(SH601919)$外资又再买买买资源绩优挨个嗦,05-23 09:56,1
200,2,启明星[赞],05-23 09:53,1
183,1,$中远海控(SH601919)$先T为敬，屡试不爽[大笑],05-23 09:51,1
133,0,30亿换个一日游，怎一个奢侈了得！,05-23 09:49,1
126,0,……,05-23 09:47,2
132,0,就知道是出利好诱多，主力出货给小散,05-23 09:47,2
774,10,15元买入20000股，做个短线，赚点买菜钱，不知道能不,05-23 09:46,1
134,0,$中远海控(SH601919)$我情愿我的那些股不要了，也希望,05-23 09:46,2
126,0,$中远海控(SH601919)$弱鸡不改本色,05-23 09:45,2
119,0,$中远海控(SH601919)$弱鸡不改本色,05-23 09:45,2
156,1,真是个荒料,05-23 09:44,2
114,0,高开低走,05-23 09:43,2
122,0,$中远海控(SH601919)$14.87我来接一点,05-23 09:43,1
118,0,$中远海控(SH601919)$昙花一现,05-23 09:43,2
156,0,海控东方海外港股表现最好年市值翻倍见1263亿将入主恒,05-23 09:41,2
127,0,三十亿也就溅了这一点小水花,05-23 09:40,2
118,0,请问各位大佬知道哪天分红[干杯],05-23 09:40,2
126,0,中远海控看好,05-23 09:37,1
133,0,$中远海控(SH601919)$增持公司难道票票就能涨回30多吗,05-23 09:37,1
126,0,$中远海控(SH601919)$省子说到25？,05-23 09:36,1
175,1,别追高了，这股性差还是很,05-23 09:36,2
124,0,张婷终于[俏皮]来了,05-23 09:36,1
131,0,启动了，坐稳扶好,05-23 09:33,1
321,4,$中远海控(SH601919)$哈哈哈哈，10点之前就能封板涨停,05-23 09:32,1
119,0,高开低走，快跑,05-23 09:31,2
146,0,市盈率5是个非常健康的指标，那么现在就是属于营养过,05-23 09:30,1
133,0,高开低走，追涨被套,05-23 09:27,2
118,0,$中远海控(SH601919)$怎么投票？我从来没有投过，app,05-23 09:26,2
246,1,$中远海控(SH601919)$高开绝对低走，比人一天吃三顿饭,05-23 09:26,2
138,0,冲！挂单买进,05-23 09:21,1
119,0,$中远海控(SH601919)$不管啥情况都骂，利空利好也分不,05-23 09:18,2
115,0,$中远海控(SH601919)$，猛砸猛砸的,05-23 09:16,2
192,1,$中远海控(SH601919)$你儿子创新高了，看你有脸没[旺,05-23 09:11,2
608,0,本周大盘继续上攻,05-23 09:03,1
250,2,港股大幅高开 今日稳了 涨停,05-23 09:01,1
200,2,$中远海控(SH601919)$海运价格将越来越低。周期股再次,05-23 08:58,2
139,0,业绩造不造假看分红.其它都是废话,05-23 08:53,2
158,0,增持价13.81,05-23 08:51,1
149,0,外资持有601919创新高,05-23 08:49,1
197,0,中远海控发布公告称：控股股东拟增持15亿元-30亿元公,05-23 08:43,1
181,0,$中远海控(SH601919)$不怕你跌，就怕空方不舍得交筹码,05-23 08:25,1
2147,2,港股公告精选｜小米授出超5千万股奖励股份；中远海控,05-23 08:14,2
232,1,$中远海控(SH601919)$入手四次，跌了四次，割了四次，,05-23 08:09,2
1694,39,周一,05-23 08:06,1
511,0,海控今天怎么走？=中远海运的增持目标价，说了算！1、,05-23 08:05,1
247,3,他的市盈率为什么这么低呢,05-23 07:19,2
170,0,$中远海控(SH601919)$生活，是一场充满未知的旅途。不,05-23 07:15,2
1299,5,今日操作：1.美尚继续持仓，低开加仓（如果把一项被占,05-23 07:12,1
247,1,最多高开，必然低走,05-23 07:07,2
11435,97,【2022.5.23】说一下我对增持公告的看法，上次公告是6,05-23 06:50,1
410,1,全仓吃肉,05-23 01:03,1
340,1,$中远海控(SH601919)$明天中远海控能上15块基本可以打,05-22 23:53,1
625,2,中远海控走势参考三一重工，金发科技，还远远没有到底,05-22 23:47,1
333,1,$中远海控(SH601919)$先减持后增持。厉害厉害。,05-22 23:30,1
293,0,$中远海控(SH601919)$明天早盘提醒:如果带量（成交量,05-22 23:18,1
814,1,明天一字板，根本不给Tgou和踏空的上车机会,05-22 22:32,1
1127,2,$中远海控(SH601919)$：散户朋友们，中远海控未到买入,05-22 22:32,1
376,1,3元以下考虑,05-22 22:29,2
725,2,大股东增持只是表明一种态度而已，说明公司的前景以及,05-22 22:17,1
509,0,中远海控～这样投资投机两相宜的品种不多了，稍纵即逝,05-22 21:53,1
733,3,明天能红我就不卖了,05-22 21:16,1
888,8,强烈建议海控管理层不要4.1元增发2亿多股股权激励，应,05-22 21:16,1
579,1,转发,05-22 20:59,1
444,1,$中远海控(SH601919)$30亿能分红好多，这股东厉害,05-22 20:51,1
555,1,明天巴菲蛋要跑了,05-22 20:33,2
731,3,$中远海控(SH601919)$明天应该一字板。信不信由你。,05-22 20:18,1
758,1,$中远海控(SH601919)$这个吧里装逼的人冒充大尾巴驴的,05-22 20:03,2
330,0,大股东30亿回购股票杯水车薪,05-22 19:41,2
565,2,老大，明天把剩余的增持股，都增持完。,05-22 19:13,2
221,0,$中远海控(SH601919)$看下跌这么多了去年收入不可持续,05-22 18:23,2
194,0,下寻支撑,05-22 18:20,1
275,0,那个垃圾砖家预计目标价60元是那一年目标、别来股市里,05-22 17:54,2
745,2,请问30亿能拉几个涨停?,05-22 17:31,1
756,1,格局大一点，别30元50元的。到100市盈率才10多倍，不,05-22 17:27,1
519,1,$中远海控(SH601919)$A股H股回购哪个？中远海控A股/H,05-22 17:21,2
745,2,$中远海控(SH601919)$下周三连板[旺柴],05-22 17:08,2
639,2,周一不要一字涨停啊，让我上了车在涨停,05-22 17:04,1
6377,41,$中远海控(SH601919)$旱地拔葱，目标价60元。中远海控,05-22 16:58,1
559,1,周一一字涨停,05-22 16:50,1
608,2,看高到18,05-22 16:49,1
656,1,什么都好，就是不涨！,05-22 16:37,1
338,0,中远海控本周融资净买入4438.77万元，居航运港口板块,05-22 15:08,1
301,0,$中远海控(SH601919)$万德讯息摘录A股上市公司2021年,05-22 15:08,2
1258,5,目前海运运力紧张，必须提前2周租船订舱，特别是上海,05-22 14:34,1
2884,14,图一是海控月线图，月线macd死叉回调那么回调结束应该,05-22 14:23,2
225,0,骗大家来割韭菜,05-22 14:07,2
391,0,中远海控本周沪股通持股市值增加2.76亿元，居航运港口,05-22 14:07,1
262,0,$中远海控(SH601919)$高开低走周一,05-22 14:02,2
239,0,$中远海控(SH601919)$15%是有的,05-22 13:35,1
471,1,一般增持信息都是增持结束后发出来，不知道这个是不是,05-22 13:27,2
235,0,$中远海控(SH601919)$,05-22 12:57,2
563,1,$中远海控(SH601919)$韭菜就是韭菜，记吃不记打，涨了,05-22 12:29,2
226,0,大涨,05-22 12:27,1
289,0,$中远海控(SH601919)$我不想宰割肉了[滴汗][滴汗][滴,05-22 12:27,2
262,0,$中远海控(SH601919)$5-10天利润增持,05-22 11:14,1
775,3,希望到20让我们喝口汤,05-22 11:06,1
552,1,$中远海控(SH601919)$请对自己的投资负责，27号，小股,05-22 10:44,2
768,2,$中远海控(SH601919)$很多人认为中远海控是周期性行业,05-22 10:09,1
644,1,$中远海控(SH601919)$$中远海控(SH601919)$请对自己的,05-22 10:08,2
256,0,周一必然要大跌你以为天天都能回购啊,05-22 10:08,2
594,1,$中远海控(SH601919)$$中远海控(SH601919)$请对自己的,05-22 10:04,2
243,0,$中远海控(SH601919)$,05-22 10:04,2
708,1,$中远海控(SH601919)$请对自己的投资负责，27号，小股,05-22 10:04,2
223,0,$中远海控(SH601919)$,05-22 10:00,2
214,0,$中远海控(SH601919)$,05-22 10:00,2
337,0,三个举措破解当前经济困局第一：股票印花税，所筹集款,05-22 09:53,2
1701,2,技术分析之成交量的两面性,05-22 08:27,1
785,10,有海控的记得股东大会除增持其他全部投反对票,05-22 08:25,2
312,0,$中远海控(SH601919)$生活千种，人生百态，你怎样看待,05-22 07:45,2
635,3,都不要再瞎掰掰了，没有谁比大股东更了结解自己的公司,05-22 07:30,2
795,4,中远集团增持说明二季度利润更好，他们有内部消息，三,05-22 07:25,1
561,1,周一继续盯盘口，就看主力是买入还是卖出,05-22 07:20,2
852,2,周一大概率涨5%以上，周二跌4%。,05-22 06:50,2
392,0,格力美的都增持！不是亏的裤子都没有了！拉起来就抛,05-22 02:33,2
339,0,骗人的，都是融券的！,05-22 02:31,2
923,3,买了中远海控亏了43000多元再也不买,05-22 00:34,2
791,4,$中远海控(SH601919)$有没有到48元3年内,05-21 23:05,2
1025,5,$中远海控(SH601919)$这波先看到20,05-21 22:26,1
965,2,一群唱空者，估计是卖了吧，周一直接封板。不接受反驳,05-21 22:22,2
222,0,周一全部增持完吧。,05-21 21:47,2
703,4,海控最靠谱的企业，中国市场散户比机构基金等眼光强多,05-21 21:41,1
229,0,早说增持我就不用割肉[兴奋],05-21 21:27,1
270,2,$中远海控(SH601919)$这么多人唱多？明天冲高我就卖。,05-21 21:27,1
207,0,$中远海控(SH601919)$老套路，再套一波,05-21 21:01,2
1562,3,为什么这个时候又要增持呢？,05-21 20:54,2
238,0,$中远海控(SH601919)$公司有钱就是好，分分钟股价拉上,05-21 20:27,1
374,2,老大，公司资金到位，周一就增持吧。,05-21 19:41,1
1061,4,现在持有海控的朋友，等于抓了一手好牌，一定要打好！,05-21 19:24,1
222,0,周一涨停我立刻卖[微笑],05-21 19:04,1
278,1,我等小散买了套在低市盈率股票就横下一条心，不获全胜,05-21 18:59,1
256,0,是利好！可以增持2亿股是不是可以用300亿回购？彻底优,05-21 18:59,1
1036,10,最近运费降得很凶，从最高点下来已腰斩了！！,05-21 18:47,2
207,0,打爆做空,05-21 18:44,1
242,0,中远海运集团，要增持尽快增持，不要拖拖拉拉。,05-21 18:26,1
583,4,这波海控回到20不是梦！坚持持有，海运价格高企，二季,05-21 18:03,1
833,4,$中远海控(SH601919)$又增持，股价必到五百元下半年,05-21 17:59,1
315,1,铁公鸡，一毛不拔，皮的价值！只会忽悠股民不断投钱。,05-21 17:59,2
819,3,拙眼看中远海控，单边下行在路上,05-21 17:42,2
962,3,$中远海控(SH601919)$,05-21 17:39,2
240,0,$中远海控(SH601919)$好多公司下周要解禁，下周变盘调,05-21 17:35,2
209,0,$中远海控(SH601919)$,05-21 17:25,2
324,0,2019年收购东方海外国际，我看了一下东方海外2021的业,05-21 17:23,2
225,0,周一开盘买入港股中远，坐等起飞,05-21 17:18,1
570,4,$中远海控(SH601919)$海控大量T，看你们星期一谁敢进,05-21 17:13,2
210,0,增持30亿少点了，增持300个亿还差不多。,05-21 16:58,2
246,1,这么多人都投反对票，说的也有道理，这也是有利于我们,05-21 15:35,1
1076,6,增持计划为什么周五发？为什么周四，周三不发？因为周,05-21 15:07,2
2822,11,$中远海控(SH601919)$所有超额配股即超过30万股每人、,05-21 15:02,1
241,0,应购才是最佳的,05-21 14:58,1
3711,17,控股股东增持30亿，是诱多吗？,05-21 14:52,2
586,1,目的何在？,05-21 14:33,2
248,0,大股东把小散户手中的股票收回来，手下留情，不要打压,05-21 14:32,2
292,0,$中远海控(SH601919)$增持和回购的主体单位是不一样的,05-21 14:13,1
264,0,东方海外最强1年市值300亿翻倍见1264亿入香港恒生指数,05-21 14:08,2
302,0,"海控控股东风海外入恒生指数蓝筹股,一年市值涨1.6倍12",05-21 14:06,1
701,1,$中远海控(SH601919)$大家稍安勿躁，此次的增持可参照,05-21 14:03,1
535,1,海控并购的东方海外市值於2021年由485亿急升1.6倍至12,05-21 14:03,1
242,0,$中远海控(SH601919)$复制这个股去年走势，这个股就是,05-21 14:03,2
216,0,海空并购的东方海外市值於2021年由485亿急升1.6倍至12,05-21 14:02,1
243,0,$中远海控(SH601919)$某大v去年笑话高管不懂海运不懂,05-21 13:56,2
194,0,赚那么多钱不分红，活该被砸啊,05-21 13:14,2
762,1,$中远海控(SH601919)$下周一吃根阳线就卖了，上次10月,05-21 13:07,1
